Ligand,Additive,Base,Arylhalide,Yield
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 19 21 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,63.07769687
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,17.58389829
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 17 16 17 19 16 16 18 22 19 18 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,6.683677134
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,44.68712072
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 19 22 16 17 19 16 18 16 20 22 16 16 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,68.1907703
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,0.0
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 21 22 16 19 23 22 16 20 16 22 16 16 22 16 21 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 23 22 16 16 22 16 20 13,0.0
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,3.867385769
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 34 21 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,66.65248144
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 19 23 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,45.27091516
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 34 21 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,81.29892199
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,89.47412112
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 16 18 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,61.72597738
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 23 21 16 22 16 16 22 16 21 18 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,63.53604944
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 23 19 16 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,38.44240466
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 23 19 16 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,34.60429695
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,0.81239337
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,41.01536377
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,75.29152855
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 23 19 16 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,44.78270058
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 17 16 17 19 16 16 18 22 19 18 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,22.22340072
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 19 21 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,28.27747642
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,74.1058241
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,59.0740653
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,64.80559966
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,94.54981251
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 19 21 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,54.07334238
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 21 22 16 19 23 22 16 20 16 22 16 16 22 16 21 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,9.109122278
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,13.49999802
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,1.402918235
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 21 22 16 19 23 22 16 20 16 22 16 16 22 16 21 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,14.46827704
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 23 22 16 16 22 16 20 13,7.938107708
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,49.17268474
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 19 21 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 23 22 16 16 22 16 20 13,3.609434473
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 19 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,45.52130306
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 19 23 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 23 16 22 16 16 22 16 20 13,69.39495874
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 19 21 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,77.09161451
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 19 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 23 16 22 16 16 22 16 20 13,70.51359377
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 23 19 16 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,0.695297498
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 34 21 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,70.14060434
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 23 19 16 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 23 16 22 16 16 22 16 20 13,74.61155282
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,16.7341519
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,63.0697188
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 17 23 21 16 22 16 16 22 16 21 18 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,8.955312407
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,50.20384511
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 19 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 23 22 16 16 22 16 20 13,2.782548169
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 16 17 19 16 16 18 22 19 18 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,13.33632103
